u{FEFF}条码/物料编码,名称/物料描述,规格型号,分类/物料组,计量单位,品牌,自定义类别,保质期(天),保质期预警(天),保留小数,状态,标箱折扣系数,货期(天),默认价格,是否标识管理,是否费用化资产
"55000463","按动中性笔芯","6906/0.5mm 黑色","办公用品","支","得力","",,,0,"已启用",,,,"否","否"
"30001067","聚丙烯酰胺絮凝剂","离子度15%/20KG/袋","辅料","KG","阳光","",365,,3,"已启用",,3,,"否","否"
"8000001095","木质衣架","10个装","清洁用品","套","尚美德","",,,0,"已启用",,,,"否","否"
"8000001094","地板清洁剂","500ml 3瓶混合装","清洁用品","套","沫檬","",,,0,"已启用",,,,"否","否"
"8000001093","鸡毛掸子","68cm","清洁用品","个","贝傅特","",,,0,"已启用",,,,"否","否"
"8000001092","一次性鞋套","100只/包","清洁用品","包","美丽雅","",,,0,"已启用",,,,"否","否"
"8000001091","纸巾","超韧3层130抽*24包S码","清洁用品","箱","维达","",,,0,"已启用",,,,"否","否"
"8000001090","漂白水","1.2kg/瓶","清洁用品","瓶","蓝月亮","",,,0,"已启用",,,,"否","否"
"8000001089","空气清洗剂","茉莉味/3瓶/组","清洁用品","组","","",,,0,"已启用",,,,"否","否"
"8000001087","长绒棉毛巾","4条装","劳保用品","件","洁丽雅","",,,0,"已启用",,,,"否","否"
"8000001086","棉纱线手套500g","12双装","劳保用品","包","鸣固","",,,0,"已启用",0.000,,,"否","否"
"8000001085","空白凭证纸","240*140mm 500张/包","办公用品","包","西玛","",,,0,"已启用",,,,"否","否"
"8000001084","A4不干胶标贴打印纸","A4亚面不干胶--100张","办公用品","包","朗捷","",,,0,"已启用",,,,"否","否"
"8000001083","美纹纸胶带","10卷一筒","办公用品","筒","","",,,0,"已启用",,,,"否","否"
"8000001082","A3磁性硬胶套卡套","5个装","办公用品","套","DSB","",,,0,"已启用",,,,"否","否"
"8000001081","A4磁性硬胶套","10个装","办公用品","套","DSB","",,,0,"已启用",,,,"否","否"
"8000001080","9mm美工刀片","10片/盒","办公用品","盒","得力","",,,0,"已启用",,,,"否","否"
"8000001079","9mm美工刀","白色","办公用品","把","得力","",,,0,"已启用",,,,"否","否"
"8000001078","大号索引贴标签贴","【速干索引贴】大号 50枚","办公用品","袋","得力","",,,0,"已启用",0.000,,,"否","否"
"30001289","大号分料袋50cm*90cm","透明50cm*90cm","辅料","个","","",,,0,"已启用",,,,"否","否"
"30001288","中号分料袋30cm*60cm","透明30cm*45cm","辅料","个","","",,,0,"已启用",,,,"否","否"
"30001287","小号分料袋15cm*20cm","透明15cm*20cm","辅料","个","","",,,0,"已启用",,,,"否","否"
"30000717","高泡碱性清洁剂","F101/25KG/桶","辅料","KG","康星","",,,2,"已启用",,,,"否","否"
"30000266","生物控制剂","F405 25KG/桶","辅料","KG","康星","",,,2,"已启用",,,,"否","否"
"30001329","美格胜","12016239","辅料","瓶","","",,,0,"已启用",0.000,,,"否","否"
"30001328","可润奇","12042032","辅料","瓶","","",,,0,"已启用",0.000,,,"否","否"
"30001223","食品级液压油","CR100/CASSIDA","辅料","桶","","",,,0,"已启用",0.000,,,"否","否"
"30001138","食品级润滑脂","UH1 14-222/25KG","辅料","桶","克鲁勃","",,,0,"已启用",0.000,,,"否","否"
"30001074","COD在线监测药剂","5瓶/套","辅料","套","博取","",,,0,"已启用",0.000,,,"否","否"
"30000248","尿素","有效N含量46.7%/50KG/袋","辅料","袋","正元","",,,0,"已启用",,,,"否","否"
"30001290","工业级片碱","≥98%/25KG/袋","辅料","KG","君正","",,,2,"已启用",,,,"否","否"
"30000489","次氯酸钠","25KG/桶","辅料","KG","绿源素","",,,2,"已启用",,,,"否","否"
"30001118","COD试剂","0-1500量程","辅料","盒","海恒","",,,0,"已启用",,,,"否","否"
"30001124","聚氯化铝","28%/25KG/袋","辅料","KG","富源","",,,2,"已启用",,,,"否","否"
"30000707","磷酸二氢钾","有效P含量13.16%/25KG/袋","辅料","KG","洁之源","",,,2,"已启用",,,,"否","否"
"30000249","二氧化氯","0.1","辅料","KG","任能","",,,2,"已启用",,,,"否","否"
"30001291","食品级片碱","≥98%/25KG/袋","辅料","KG","滨化","",,,2,"已启用",,,,"否","否"
"30001139","阻垢剂","WH100/25KG/桶","辅料","桶","","",,,0,"已启用",,,,"否","否"
"30000207","液氮","","辅料","KG","林德","",,,2,"已启用",,,,"否","否"
"30001048","溶剂","1512/1L","辅料","瓶","LINX","",,,0,"已启用",,,,"否","否"
"30001047","墨水","1240/0.5L","辅料","瓶","LINX","",,,0,"已启用",,,,"否","否"
"8000001152","VB12称量盒子","","实验耗材","个","","",,,0,"已启用",,,,"否","否"
"8000001151","LST培养基","250g","实验耗材","盒","","",,,0,"已启用",,,,"否","否"
"8000001150","茚三酮缓冲液","","实验耗材","套","三菱试剂","",,,0,"已启用",,,,"否","否"
"8000001149","色谱柱","A2006150×046","实验耗材","支","安捷伦","",,,0,"已启用",,,,"否","否"
"8000001148","TSA培养基","250g","实验耗材","瓶","-","",,,0,"已启用",,,,"否","否"
"8000001147","3mol/L KCL缓冲液","3mol/L","实验耗材","瓶","悠然","",,,0,"已启用",,,,"否","否"
"8000001146","柱塞杆密封圈","5063-6589","实验耗材","包","安捷伦","",,,0,"已启用",,,,"否","否"
"8000001145","4ml样品瓶扩散盖","货号：07673-40180","实验耗材","包","安捷伦","",,,0,"已启用",,,,"否","否"
"8000001144","进样针","货号：G4513-80204","实验耗材","支","安捷伦","",,,0,"已启用",,,,"否","否"
"8000001143","黑膜","130H6-47","实验耗材","盒","赛多利斯","",,,0,"已启用",,,,"否","否"
"8000001142","R4校准液","糖酸一体机R4校准液（NE-51338010）","实验耗材","套","梅特勒","",,,0,"已启用",,,,"否","否"
"8000001141","VB12检测试剂盒","-","实验耗材","盒","拜发","",,,0,"已启用",,,,"否","否"
"8000001140","白膜","114H6-47","实验耗材","盒","赛多利斯","",,,0,"已启用",,,,"否","否"
"8000001139","乙酸铵","色谱纯50g","实验耗材","瓶","阿拉丁","",,,0,"已启用",,,,"否","否"
"8000001138","1-葵烷磺酸钠","25g/S817384","实验耗材","瓶","麦克林","",,,0,"已启用",,,,"否","否"
"8000001137","乙腈","色谱纯4L","实验耗材","瓶","星可","",,,0,"已启用",,,,"否","否"
"8000001136","甲醇","色谱纯4L","实验耗材","瓶","星可","",,,0,"已启用",,,,"否","否"
"8000001135","丹磺酰氯","色谱纯1g","实验耗材","瓶","阿拉丁","",,,0,"已启用",,,,"否","否"
"8000001134","定性滤纸","直径15cm","实验耗材","包","奥克新","",,,0,"已启用",,,,"否","否"
"8000001133","灭菌指示带","132℃","实验耗材","卷","新华","",,,0,"已启用",,,,"否","否"
"8000001132","一次性培养皿60mm","1000个/箱","实验耗材","箱","比克曼","",,,0,"已启用",,,,"否","否"
"8000001131","盐酸","AR500ml/瓶","实验耗材","瓶","西陇","",,,0,"已启用",,,,"否","否"
"8000001130","塑料带柄烧杯3000ML","","实验耗材","个","","",,,0,"已启用",,,,"否","否"
"8000001129","塑料带柄烧杯2000ML","","实验耗材","个","","",,,0,"已启用",,,,"否","否"
"8000001128","塑料带柄烧杯500ML","","实验耗材","个","","",,,0,"已启用",,,,"否","否"
"8000001127","塑料带柄烧杯250ML","","实验耗材","个","","",,,0,"已启用",,,,"否","否"
"8000001126","眼镜布","蓝色15X18CM，100片/包","实验耗材","包","","",,,0,"已启用",,,,"否","否"
"8000001125","75%酒精","2.5L/瓶","实验耗材","瓶","安卫士","",,,0,"已启用",,,,"否","否"
"8000001124","pH校准液7.00","250ml/瓶","实验耗材","瓶","梅特勒","",,,0,"已启用",,,,"否","否"
"8000001123","PH校准液pH4.01","250ml/瓶","实验耗材","瓶","梅特勒","",,,0,"已启用",,,,"否","否"
"8000001122","砂芯接头","适用2000/5000m","实验耗材","个","垒固","",,,0,"已启用",,,,"否","否"
"8000001121","玻璃砂芯过滤装置","2000m1","实验耗材","套","垒固","",,,0,"已启用",,,,"否","否"
"8000001120","试管塞","15-19mm（10个/包） 1包","实验耗材","包","垒固","",,,0,"已启用",,,,"否","否"
"8000001119","玻璃试管","15*100mm 10支装","实验耗材","套","比克曼生物","",,,0,"已启用",,,,"否","否"
"8000001118","无水硫酸钠","分析纯500g","实验耗材","瓶","西陇","",,,0,"已启用",,,,"否","否"
"8000001117","甲醇","分析纯500ml","实验耗材","瓶","西陇","",,,0,"已启用",,,,"否","否"
"8000001116","氯化钠","分析纯500g","实验耗材","瓶","国药","",,,0,"已启用",,,,"否","否"
"8000001115","水系微孔滤膜过滤器 0.45um","100PK/包","实验耗材","盒","奥特赛恩斯","",,,0,"已启用",,,,"否","否"
"8000001114","0.2um 过滤器","50个/盒","实验耗材","盒","赛多利斯","",,,0,"已启用",,,,"否","否"
"8000001113","离心管","50mL刻度/50个/袋","实验耗材","包","柯诺德","",,,0,"已启用",,,,"否","否"
"8000001112","移液器枪头","（5000ul）100个/包","实验耗材","包","赛多利斯","",,,0,"已启用",,,,"否","否"
"8000001111","移液器枪头","（1-1000ul）100个/包","实验耗材","包","赛多利斯","",,,0,"已启用",,,,"否","否"
"8000001110","定性滤纸","直径15cm","实验耗材","包","奥克新","",,,0,"已启用",,,,"否","否"
"8000001109","塑料滴管","5mL/100支/包","实验耗材","包","柏丞","",,,0,"已启用",0.000,,,"否","否"
"8000001108","塑料滴管","3mL/100支/包","实验耗材","包","柏丞","",,,0,"已启用",,,,"否","否"
"8000001107","灭菌指示带","132℃","实验耗材","卷","新华","",,,0,"已启用",,,,"否","否"
"8000001106","纱布","10m/卷","实验耗材","卷","稳健","",,,0,"已启用",,,,"否","否"
"8000001105","脱脂棉","500g/卷","实验耗材","卷","稳健","",,,0,"已启用",,,,"否","否"
"8000001104","二甲基甲酰胺","分析纯500ml","实验耗材","瓶","阿拉丁","",,,0,"已启用",,,,"否","否"
"8000001103","正己烷","分析纯/AR500ml","实验耗材","瓶","西陇","",,,0,"已启用",,,,"否","否"
"8000001102","95%酒精","2.5L/瓶","实验耗材","瓶","安卫士","",,,0,"已启用",,,,"否","否"
"8000001101","无水乙醇","分析纯500ml","实验耗材","瓶","西陇","",,,0,"已启用",,,,"否","否"
"8000001100","试饮杯","50ML/超薄/50/包（1000个/箱）","实验耗材","箱","-","",,,0,"已启用",,,,"否","否"
"8000001099","纯氩气","50L/瓶/99.99%","实验耗材","瓶","林德","",,,0,"已启用",,,,"否","否"
"8000001098","高纯氩气","50L/瓶/99.999%","实验耗材","瓶","林德","",,,0,"已启用",,,,"否","否"
"8000001097","高纯氮气","50L/瓶/99.999%","实验耗材","瓶","林德","",,,0,"已启用",,,,"否","否"
"8000001096","滴露消毒水","1.8L装","清洁用品","瓶","滴露","",,,0,"已启用",,,,"否","否"
"8000001077","干燥箱视窗玻璃","605*605*5mm","维修耗材","个","-","",,,0,"已启用",,,,"否","否"
"8000001076","快速热交换器","货号：7116-60051","维修耗材","个","安捷伦","",,,0,"已启用",,,,"否","否"
"8000001075","毛细管","货号：1313-87305","维修耗材","个","安捷伦","",,,0,"已启用",,,,"否","否"
"8000001074","氘灯","（U2900）","维修耗材","个","日立","",,,0,"已启用",,,,"否","否"
"8000001073","工业蒸馏水","25KG/桶","维修耗材","桶","北部工品","",,,0,"已启用",,,,"否","否"
"8000001072","LED平板净化灯","30*120cm","维修耗材","个","-","",,,0,"已启用",,,,"否","否"
"8000001071","传递窗控制器","SD-60","维修耗材","个","","",,,0,"已启用",,,,"否","否"
"8000001070","热处理外六角螺栓","12.9级/M16*65","维修耗材","个","","",,,0,"已启用",,,,"否","否"
"8000001069","热处理螺母","12.9级/M16","维修耗材","个","","",,,0,"已启用",,,,"否","否"
"8000001068","十字螺丝刀","62313","维修耗材","个","世达","",,,0,"已启用",,,,"否","否"
"8000001067","切刀","52*24.7","维修耗材","个","","",,,0,"已启用",,,,"否","否"
"8000001066","梅花内六角","京东编号：100147651647","维修耗材","个","绿林","",,,0,"已启用",,,,"否","否"
"8000001065","开口梅花扳手","40509","维修耗材","个","SATA","",,,0,"已启用",,,,"否","否"
"8000001064","棘轮梅花开口扳手","13MM","维修耗材","个","绿林","",,,0,"已启用",,,,"否","否"
"8000001063","棘轮梅花开口扳手","10MM","维修耗材","个","绿林","",,,0,"已启用",,,,"否","否"
"8000001062","开口梅花扳手","40506","维修耗材","个","SATA","",,,0,"已启用",,,,"否","否"
"8000001061","小套筒套装","型号09002","维修耗材","个","SATA","",,,0,"已启用",,,,"否","否"
"8000001060","热熔胶溶解剂","","清洁用品","瓶","","",,,0,"已启用",,,,"否","否"
"8000001059","鞋套机专用鞋套","SK-CL专用CPE/200只/包","清洁用品","盒","","",,,0,"已启用",,,,"否","否"
"8000001058","擦机纸","94165","清洁用品","盒","金佰利","",,,0,"已启用",,,,"否","否"
"8000001057","大盘纸","12卷/箱","清洁用品","箱","心相印","",,,0,"已启用",0.000,,,"否","否"
"8000001056","缠绕膜","5KG/卷","清洁用品","卷","","",,,0,"已启用",,,,"否","否"
"8000001055","长款橡胶手套","长49cm保暖型","清洁用品","副","美丽雅","",,,0,"已启用",0.000,,,"否","否"
"8000001054","擦镜布晾晒架","304不锈钢","清洁用品","个","","",,,0,"已启用",,,,"否","否"
"8000001053","落地晾晒毛巾架","三层","清洁用品","个","","",,,0,"已启用",,,,"否","否"
"8000001052","小号垃圾袋","黑色30*60cm/100/包","清洁用品","包","","",,,0,"已启用",,,,"否","否"
"8000001051","大号垃圾袋","黑色90*130cm/50/包","清洁用品","包","","",,,0,"已启用",,,,"否","否"
"8000001050","防尘贴","4*20米","清洁用品","个","妙馨思","",,,0,"已启用",,,,"否","否"
"8000001049","晾衣绳","沉重10米","清洁用品","个","加加林","",,,0,"已启用",,,,"否","否"
"8000001047","橡胶手套","2双装","清洁用品","包","妙洁","",,,0,"已启用",,,,"否","否"
"8000001046","驱蚊液","9瓶液装/套","清洁用品","套","润本","",,,0,"已启用",,,,"否","否"
"8000001045","洗手液","5L","清洁用品","桶","滴露","",,,0,"已启用",,,,"否","否"
"8000001044","一次性乳胶橡胶手套","100只/盒 M码","清洁用品","盒","爱马斯","",,,0,"已启用",,,,"否","否"
"8000001042","大卷纸","3层650克*12卷","清洁用品","箱","维达","",,,0,"已启用",,,,"否","否"
"8000001039","洗洁精","2KG/桶","清洁用品","桶","榄菊","",,,0,"已启用",,,,"否","否"
"8000001038","洗衣粉","5kg","清洁用品","包","汰渍","",,,0,"已启用",,,,"否","否"
"8000001037","除胶剂","450ml/3瓶装","清洁用品","套","保赐利","",,,0,"已启用",,,,"否","否"
"8000001036","拖布","90cm","清洁用品","个","白云清洁","",,,0,"已启用",,,,"否","否"
"8000001035","扫把套装","浅灰","清洁用品","件","惠寻","",,,0,"已启用",,,,"否","否"
"8000001033","洗衣粉","植沐悦色1.508KG","清洁用品","包","超能","",,,0,"已启用",,,,"否","否"
"8000001031","毛巾","白色10条装","清洁用品","包","Balwny","",,,0,"已启用",,,,"否","否"
"8000001030","拖把","90CM 共4布","清洁用品","把","佳帮手","",,,0,"已启用",,,,"否","否"
"8000001029","污垢清洁铲子","气缸铲（3件套）","清洁用品","套","沃尔范","",,,0,"已启用",,,,"否","否"
"8000001027","洗手液","5kg/瓶*3","清洁用品","箱","榄菊","",,,0,"已启用",,,,"否","否"
"8000001026","去味芳香球","10条*5粒","清洁用品","组","Lvbai","",,,0,"已启用",,,,"否","否"
"8000001025","一次性乳胶橡胶手套","200只/盒 M码","劳保用品","盒","爱马斯","",,,0,"已启用",,,,"否","否"
"8000001024","一次性乳胶橡胶手套","200只/盒 S码","劳保用品","盒","爱马斯","",,,0,"已启用",,,,"否","否"
"8000001023","一次性网帽","20g白色100只","劳保用品","包","者也","",,,0,"已启用",0.000,,,"否","否"
"8000001022","牛筋乳胶手套","L码","劳保用品","双","","",,,0,"已启用",,,,"否","否"
"8000001021","防噪耳塞","100副装","劳保用品","盒","3M","",,,0,"已启用",0.000,,,"否","否"
"8000001020","一次性丁腈手套","100个/箱M号","劳保用品","箱","塞莫诗","",,,0,"已启用",,,,"否","否"
"8000001019","礼仪手套","12副/包","劳保用品","包","","",,,0,"已启用",0.000,,,"否","否"
"8000001018","304不锈钢水杯","直径9cm","劳保用品","个","","",,,0,"已启用",,,,"否","否"
"8000001015","一次性口罩","100个装","劳保用品","盒","海氏海诺","",,,0,"已启用",0.000,,,"否","否"
"8000001014","劳保手套","600点胶防滑12双【京东快递】","劳保用品","包","三手","",,,0,"已启用",,,,"否","否"
"8000001013","一次性口罩","成人外科50只独立","劳保用品","盒","ENVAE","",,,0,"已启用",,,,"否","否"
"8000001012","九角托盘","1.2M*1.4M*14CM","费用化办公家具资产","个","","",,,0,"已启用",,,,"否","否"
"8000001011","超声波驱鸟器","第五代","费用化电子设备资产","台","","",,,0,"已启用",,,,"否","否"
"8000001010","门铃","FH861-313 一拖一 象牙白","费用化电子设备资产","个","","",,,0,"已启用",,,,"否","否"
"8000001009","万向滑轮矮凳","黑色水波纹【轴承轮】","费用化办公家具资产","个","","",,,0,"已启用",,,,"否","否"
"8000001008","扎带5mm*150mm","白色/5mm*150mm400个/包","办公用品","包","","",,,0,"已启用",,,,"否","否"
"8000001007","扎带5mm*200mm","白色/5mm*200mm/400个/包","办公用品","包","","",,,0,"已启用",,,,"否","否"
"8000001006","特氟龙胶带","50mm*10m","办公用品","卷","","",,,0,"已启用",,,,"否","否"
"8000001005","色带（成品打印机）","适用LQ-615KII打印机，S015290","办公用品","个","EPSON","",,,0,"已启用",,,,"否","否"
"8000001004","色带（原材料打印机）","适用EPSON LQ-1900KⅡH打印机","办公用品","个","EPSON","",,,0,"已启用",,,,"否","否"
"8000001003","23A12V电池","5粒/组","办公用品","组","超霸","",,,0,"已启用",0.000,,,"否","否"
"8000001002","芯片标签","73*30","办公用品","个","制作","",,,0,"已启用",,,,"否","否"
"8000001001","标签纸（白色）","2卷/盒（5S标签机使用）","办公用品","盒/卷（0.5盒）","","",,,3,"已启用",0.000,,,"否","否"
"8000001000","透明桌垫","80*140cm","办公用品","张","得印","",,,0,"已启用",,,,"否","否"
"8000000999","湿手器","4个装","办公用品","盒","西玛","",,,0,"已启用",,,,"否","否"
"8000000997","粘钩","大号20个装","办公用品","件","洁比世","",,,0,"已启用",,,,"否","否"
"8000000996","笔筒","简约浅白-8907","办公用品","件","得力","",,,0,"已启用",,,,"否","否"
"8000000995","透明文件套/L型文件袋A4","A4透明文件套-5705/20个/包","办公用品","包","得力","",,,0,"已启用",,,,"否","否"
"8000000994","剪刀","175MM","办公用品","把","得力","",,,0,"已启用",,,,"否","否"
"8000000993","麦克风话筒帽","6套装","办公用品","套","索爱","",,,0,"已启用",,,,"否","否"
"8000000992","戴尔键盘","有线/KB216/105键/黑","办公用品","个","戴尔","",,,0,"已启用",0.000,,,"否","否"
"8000000991","透明装订封面","50张/袋","办公用品","套","迪士比","",,,0,"已启用",,,,"否","否"
"8000000990","钥匙柜","48位","办公用品","个","得力","",,,0,"已启用",,,,"否","否"
"8000000989","M233打印机硒鼓","6000页-4支","办公用品","套","彩格","",,,0,"已启用",,,,"否","否"
"8000000988","四角定位贴","3*1CM/黄色/100个/包","办公用品","包","BELIK","",,,0,"已启用",0.000,,,"否","否"
"8000000987","透明文件袋","【透明】12个/包 发票收纳","办公用品","包","天章","",,,0,"已启用",,,,"否","否"
"8000000985","环保激光碳粉盒","w110a（不可复印）","办公用品","个","彩格","",,,0,"已启用",,,,"否","否"
"8000000984","环保激光碳粉盒","w1370a（可复印）","办公用品","个","彩格","",,,0,"已启用",,,,"否","否"
"8000000983","水果刀","3英寸","办公用品","把","美厨","",,,0,"已启用",,,,"否","否"
"55000000","记号笔","黑色/圆头","办公用品","支","史泰博","",,,0,"已启用",,,,"否","否"
"55000064","7号电池","7号 12粒/盒","办公用品","盒","南孚","",,,0,"已启用",0.000,,,"否","否"
"55000029","透明胶带（大）","45mm*50m*50um6卷/筒","办公用品","卷","得力","",,,0,"已启用",,,,"否","否"
"55000276","A4复印纸","白色500张/包 5包/箱","办公用品","箱","史泰博","",,,0,"已启用",0.000,,,"否","否"
"55000009","镀镍回形针","100枚/盒","办公用品","盒","史泰博","",,,0,"已启用",,,,"否","否"
"55000001","按压式中性笔","0.5mm/黑色","办公用品","支","史泰博","",,,0,"已启用",,,,"否","否"
"8000000976","空气清洗剂","370ML","清洁用品","瓶","","",,,0,"已启用",,,,"否","否"
"8000000975","驱蚊液","8液+2器","清洁用品","瓶","","",,,0,"已启用",,,,"否","否"
"8000000974","驱蚊器","1个装","清洁用品","个","","",,,0,"已启用",,,,"否","否"
"8000000973","一次性手套","50只/盒 M码","清洁用品","盒","英科医疗","",,,0,"已启用",0.000,,,"否","否"
"8000000420","对乙酰氨基酚片","","防疫用品","盒","","",,,0,"已启用",,,,"否","否"
"8000000419","抗原","达伯（25人份/盒）","防疫用品","盒","","",,,0,"已启用",,,,"否","否"
"8000000418","抗原","稳健（5人份/盒）","防疫用品","盒","","",,,0,"已启用",,,,"否","否"
"8000000417","莲花清咳片","药品","防疫用品","盒","","",,,0,"已启用",,,,"否","否"
"8000000416","额温枪","","防疫用品","把","","",,,0,"已启用",,,,"否","否"
"8000000415","消杀喷壶","","防疫用品","个","","",,,0,"已启用",,,,"否","否"
"8000000414","酒精","","防疫用品","瓶","","",,,0,"已启用",,,,"否","否"
"8000000413","防护服","","防疫用品","件","","",,,0,"已启用",,,,"否","否"
"8000000412","口罩","N95","防疫用品","盒","","",,,0,"已启用",,,,"否","否"
"8000000411","口罩","医用外科","防疫用品","盒","","",,,0,"已启用",,,,"否","否"
"8000000410","口罩","普通","防疫用品","盒","","",,,0,"已启用",,,,"否","否"
"8000000409","雨鞋","回力","劳保用品","双","","",,,0,"已启用",,,,"否","否"
"8000000408","荧光背心","","劳保用品","件","","",,,0,"已启用",,,,"否","否"
"8000000407","地板胶","","劳保用品","卷","","",,,0,"已启用",,,,"否","否"
"8000000406","水桶","","劳保用品","个","","",,,0,"已启用",,,,"否","否"
"8000000405","头灯","","劳保用品","个","","",,,0,"已启用",,,,"否","否"
"8000000404","手电简","陆阳强光手电108","劳保用品","个","","",,,0,"已启用",,,,"否","否"
"8000000403","雨衣","一次性","劳保用品","件","","",,,0,"已启用",,,,"否","否"
"8000000402","雨衣","连体","劳保用品","件","","",,,0,"已启用",,,,"否","否"
"8000000401","雨衣","分体","劳保用品","件","","",,,0,"已启用",,,,"否","否"
"8000000400","安全帽","世达","劳保用品","个","","",,,0,"已启用",,,,"否","否"
"8000000399","景田矿泉水","12瓶/提","办公用品","提","","",,,0,"已启用",,,,"否","否"
"8000000398","桶装水","","办公用品","桶","","",,,0,"已启用",,,,"否","否"
"8000000397","门吸","免打孔粘贴","清洁用品","个","","",,,0,"已启用",,,,"否","否"
"8000000396","海绵百洁布","5片装","清洁用品","条","妙洁","",,,0,"已启用",0.000,,,"否","否"
"8000000395","神奇海绵","","清洁用品","包","","",,,0,"已启用",,,,"否","否"
"8000000394","竹纤维抹布","","清洁用品","包","","",,,0,"已启用",,,,"否","否"
"8000000393","洁厕灵","威猛先生480g","清洁用品","瓶","","",,,0,"已启用",,,,"否","否"
"8000000392","洁厕灵","榄菊3.78升","清洁用品","瓶","","",,,0,"已启用",,,,"否","否"
"8000000391","钢丝清洁球","","清洁用品","个","","",,,0,"已启用",,,,"否","否"
"8000000390","抑菌洗手液","蓝月亮","清洁用品","瓶","","",,,0,"已启用",,,,"否","否"
"8000000389","洗洁精","1.5L","清洁用品","瓶","","",,,0,"已启用",,,,"否","否"
"8000000388","玻璃清洁杆","玻璃刮","清洁用品","套","","",,,0,"已启用",,,,"否","否"
"8000000387","马桶刷子","","清洁用品","把","","",,,0,"已启用",,,,"否","否"
"8000000386","地刮","地刮","清洁用品","把","","",,,0,"已启用",,,,"否","否"
"8000000385","地刷","地刷","清洁用品","把","","",,,0,"已启用",,,,"否","否"
"8000000384","卷纸","五月花（大号）","清洁用品","卷","","",,,0,"已启用",,,,"否","否"
"8000000383","抽纸","基地定制","清洁用品","箱","","",,,0,"已启用",,,,"否","否"
"8000000382","抽纸","维达软抽","清洁用品","包","","",,,0,"已启用",,,,"否","否"
"8000000381","红牛胶带","","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000380","打火机","","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000379","固体胶","","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000378","双面泡沫胶","","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000377","定制杯子","开业","办公用品","套","","",,,0,"已启用",,,,"否","否"
"8000000376","奥瑞金茶","开业","办公用品","盒","","",,,0,"已启用",,,,"否","否"
"8000000375","生日礼券","","办公用品","张","","",,,0,"已启用",,,,"否","否"
"8000000374","花瓶","","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000373","电池","7#","办公用品","节","","",,,0,"已启用",,,,"否","否"
"8000000372","打印纸","A4粉色","办公用品","包","","",,,0,"已启用",,,,"否","否"
"8000000371","打印纸","A4红色","办公用品","包","","",,,0,"已启用",,,,"否","否"
"8000000370","文件柜","带锁手拉桌面","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000369","白板擦","130*60*25mm","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000368","白板擦","112*55*40mm","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000367","长尾夹","彩色15mm","办公用品","盒","","",,,0,"已启用",,,,"否","否"
"8000000366","长尾夹","彩色25mm","办公用品","盒","","",,,0,"已启用",,,,"否","否"
"8000000365","订书机","NO.0416","办公用品","套","","",,,0,"已启用",,,,"否","否"
"8000000364","订书钉","10#","办公用品","盒","","",,,0,"已启用",,,,"否","否"
"8000000363","订书钉","12#","办公用品","盒","","",,,0,"已启用",,,,"否","否"
"8000000362","透明胶带","大号 宽45mm","办公用品","卷","","",,,0,"已启用",,,,"否","否"
"8000000361","胶带切割器","白色","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000360","打孔机","大号-2孔","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000359","计算器","得力","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000358","铁票夹","山形票据夹","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000357","文件夹","得力A4带孔快劳夹","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000356","书写板夹","A4","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000355","文件袋","透明加厚纽扣","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000354","档案盒","广博加厚55mm","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000353","文件夹","齐心双强力","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000352","文件栏","富强948A","办公用品","个","","",,,0,"已启用",,,,"否","否"
"8000000351","标签贴","39*25mm","办公用品","本","","",,,0,"已启用",,,,"否","否"
"8000000350","标签贴","51*38mm","办公用品","本","","",,,0,"已启用",,,,"否","否"
"8000000349","中性按动笔","黑","办公用品","盒","","",,,0,"已启用",,,,"否","否"
"8000000348","旋转台笔","黑","办公用品","支","","",,,0,"已启用",,,,"否","否"
"8000000347","可擦白板笔","红","办公用品","支","","",,,0,"已启用",,,,"否","否"
"8000000346","可擦白板笔","蓝","办公用品","支","","",,,0,"已启用",,,,"否","否"
"8000000345","可擦白板笔","黑","办公用品","支","","",,,0,"已启用",,,,"否","否"
"8000000344","香氛","","清洁用品","个","","",,,0,"已启用",,,,"否","否"
"8000000343","百叶窗刷","","清洁用品","个","","",,,0,"已启用",,,,"否","否"
"8000000342","地面四角定位贴","10*3CM/黄色/20个/包","办公用品","包","","",,,0,"已启用",0.000,,,"否","否"
"8000000341","垃圾袋/中号","","清洁用品","包","","",,,0,"已启用",,,,"否","否"
